"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2011Q3","United Kingdom","Total","Total","Total","Rejected","Person","3,700"
"2011Q3","Norway","Total","Total","Total","Rejected","Person","1,160"
"2011Q4","Belgium","Total","Total","Total","Rejected","Person","5,240"
"2011Q4","Bulgaria","Total","Total","Total","Rejected","Person","215"
"2011Q4","Czech Republic","Total","Total","Total","Rejected","Person","85"
"2011Q4","Denmark","Total","Total","Total","Rejected","Person","600"
"2011Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","7,865"
"2011Q4","Estonia","Total","Total","Total","Rejected","Person","5"
"2011Q4","Ireland","Total","Total","Total","Rejected","Person","255"
"2011Q4","Greece","Total","Total","Total","Rejected","Person","2,275"
"2011Q4","Spain","Total","Total","Total","Rejected","Person","695"
"2011Q4","France","Total","Total","Total","Rejected","Person","10,755"
"2011Q4","Italy","Total","Total","Total","Rejected","Person","5,975"
"2011Q4","Cyprus","Total","Total","Total","Rejected","Person","430"
"2011Q4","Latvia","Total","Total","Total","Rejected","Person","35"
"2011Q4","Lithuania","Total","Total","Total","Rejected","Person","110"
"2011Q4","Luxembourg","Total","Total","Total","Rejected","Person","325"
"2011Q4","Hungary","Total","Total","Total","Rejected","Person","240"
"2011Q4","Malta","Total","Total","Total","Rejected","Person","325"
"2011Q4","Netherlands","Total","Total","Total","Rejected","Person","2,410"
"2011Q4","Austria","Total","Total","Total","Rejected","Person","2,645"
"2011Q4","Poland","Total","Total","Total","Rejected","Person","680"
"2011Q4","Portugal","Total","Total","Total","Rejected","Person","25"
"2011Q4","Romania","Total","Total","Total","Rejected","Person","390"
"2011Q4","Slovenia","Total","Total","Total","Rejected","Person","50"
"2011Q4","Slovakia","Total","Total","Total","Rejected","Person","20"
"2011Q4","Finland","Total","Total","Total","Rejected","Person","420"
"2011Q4","Sweden","Total","Total","Total","Rejected","Person","5,275"
"2011Q4","United Kingdom","Total","Total","Total","Rejected","Person","3,555"
"2011Q4","Norway","Total","Total","Total","Rejected","Person","1,140"
"2012Q1","Belgium","Total","Total","Total","Rejected","Person","5,440"
"2012Q1","Bulgaria","Total","Total","Total","Rejected","Person","115"
"2012Q1","Czech Republic","Total","Total","Total","Rejected","Person","170"
"2012Q1","Denmark","Total","Total","Total","Rejected","Person","500"
"2012Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","9,130"
"2012Q1","Estonia","Total","Total","Total","Rejected","Person","10"
"2012Q1","Ireland","Total","Total","Total","Rejected","Person","245"
"2012Q1","Greece","Total","Total","Total","Rejected","Person","2,865"
"2012Q1","Spain","Total","Total","Total","Rejected","Person","470"
"2012Q1","France","Total","Total","Total","Rejected","Person","12,660"
"2012Q1","Italy","Total","Total","Total","Rejected","Person","1,340"
"2012Q1","Cyprus","Total","Total","Total","Rejected","Person","380"
"2012Q1","Latvia","Total","Total","Total","Rejected","Person","50"
"2012Q1","Lithuania","Total","Total","Total","Rejected","Person","70"
"2012Q1","Luxembourg","Total","Total","Total","Rejected","Person","520"
"2012Q1","Hungary","Total","Total","Total","Rejected","Person","240"
"2012Q1","Malta","Total","Total","Total","Rejected","Person","20"
"2012Q1","Netherlands","Total","Total","Total","Rejected","Person","2,635"
"2012Q1","Austria","Total","Total","Total","Rejected","Person","2,920"
"2012Q1","Poland","Total","Total","Total","Rejected","Person","515"
"2012Q1","Portugal","Total","Total","Total","Rejected","Person","25"
"2012Q1","Romania","Total","Total","Total","Rejected","Person","445"
"2012Q1","Slovenia","Total","Total","Total","Rejected","Person","25"
"2012Q1","Slovakia","Total","Total","Total","Rejected","Person","55"
"2012Q1","Finland","Total","Total","Total","Rejected","Person","390"
"2012Q1","Sweden","Total","Total","Total","Rejected","Person","5,120"
"2012Q1","United Kingdom","Total","Total","Total","Rejected","Person","4,025"
"2012Q1","Norway","Total","Total","Total","Rejected","Person","1,555"
"2012Q2","Belgium","Total","Total","Total","Rejected","Person","5,060"
"2012Q2","Bulgaria","Total","Total","Total","Rejected","Person","105"
"2012Q2","Czech Republic","Total","Total","Total","Rejected","Person","130"
"2012Q2","Denmark","Total","Total","Total","Rejected","Person","545"
"2012Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","6,395"
"2012Q2","Estonia","Total","Total","Total","Rejected","Person","15"
"2012Q2","Ireland","Total","Total","Total","Rejected","Person","220"
"2012Q2","Greece","Total","Total","Total","Rejected","Person","3,535"
"2012Q2","Spain","Total","Total","Total","Rejected","Person","555"
"2012Q2","France","Total","Total","Total","Rejected","Person","12,250"
"2012Q2","Italy","Total","Total","Total","Rejected","Person","1,015"
"2012Q2","Cyprus","Total","Total","Total","Rejected","Person","260"
"2012Q2","Latvia","Total","Total","Total","Rejected","Person","25"
"2012Q2","Lithuania","Total","Total","Total","Rejected","Person","115"
"2012Q2","Luxembourg","Total","Total","Total","Rejected","Person","435"
"2012Q2","Hungary","Total","Total","Total","Rejected","Person","235"
"2012Q2","Malta","Total","Total","Total","Rejected","Person","15"
"2012Q2","Netherlands","Total","Total","Total","Rejected","Person","2,030"
"2012Q2","Austria","Total","Total","Total","Rejected","Person","2,485"
"2012Q2","Poland","Total","Total","Total","Rejected","Person","405"
"2012Q2","Portugal","Total","Total","Total","Rejected","Person","35"
"2012Q2","Romania","Total","Total","Total","Rejected","Person","430"
"2012Q2","Slovenia","Total","Total","Total","Rejected","Person","45"
"2012Q2","Slovakia","Total","Total","Total","Rejected","Person","40"
"2012Q2","Finland","Total","Total","Total","Rejected","Person","345"
"2012Q2","Sweden","Total","Total","Total","Rejected","Person","5,115"
"2012Q2","United Kingdom","Total","Total","Total","Rejected","Person","3,430"
"2012Q2","Norway","Total","Total","Total","Rejected","Person","1,340"
"2012Q3","Belgium","Total","Total","Total","Rejected","Person","4,435"
"2012Q3","Bulgaria","Total","Total","Total","Rejected","Person","135"
"2012Q3","Czech Republic","Total","Total","Total","Rejected","Person","125"
"2012Q3","Denmark","Total","Total","Total","Rejected","Person","815"
"2012Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","7,550"
"2012Q3","Estonia","Total","Total","Total","Rejected","Person","15"
"2012Q3","Ireland","Total","Total","Total","Rejected","Person","200"
"2012Q3","Greece","Total","Total","Total","Rejected","Person","1,525"
"2012Q3","Spain","Total","Total","Total","Rejected","Person","435"
"2012Q3","France","Total","Total","Total","Rejected","Person","12,185"
"2012Q3","Italy","Total","Total","Total","Rejected","Person","735"
"2012Q3","Cyprus","Total","Total","Total","Rejected","Person","340"
"2012Q3","Latvia","Total","Total","Total","Rejected","Person","25"
"2012Q3","Lithuania","Total","Total","Total","Rejected","Person","80"
"2012Q3","Luxembourg","Total","Total","Total","Rejected","Person","190"
"2012Q3","Hungary","Total","Total","Total","Rejected","Person","150"
"2012Q3","Malta","Total","Total","Total","Rejected","Person","35"
"2012Q3","Netherlands","Total","Total","Total","Rejected","Person","1,800"
"2012Q3","Austria","Total","Total","Total","Rejected","Person","2,870"
"2012Q3","Poland","Total","Total","Total","Rejected","Person","475"
"2012Q3","Portugal","Total","Total","Total","Rejected","Person","40"
"2012Q3","Romania","Total","Total","Total","Rejected","Person","445"
"2012Q3","Slovenia","Total","Total","Total","Rejected","Person","50"
"2012Q3","Slovakia","Total","Total","Total","Rejected","Person","60"
"2012Q3","Finland","Total","Total","Total","Rejected","Person","410"
"2012Q3","Sweden","Total","Total","Total","Rejected","Person","4,090"
"2012Q3","United Kingdom","Total","Total","Total","Rejected","Person","3,235"
"2012Q3","Norway","Total","Total","Total","Rejected","Person","1,375"
"2012Q4","Belgium","Total","Total","Total","Rejected","Person","4,155"
"2012Q4","Bulgaria","Total","Total","Total","Rejected","Person","110"
"2012Q4","Czech Republic","Total","Total","Total","Rejected","Person","135"
"2012Q4","Denmark","Total","Total","Total","Rejected","Person","1,135"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","18,550"
"2012Q4","Estonia","Total","Total","Total","Rejected","Person","5"
"2012Q4","Ireland","Total","Total","Total","Rejected","Person","175"
"2012Q4","Greece","Total","Total","Total","Rejected","Person","3,175"
"2012Q4","Spain","Total","Total","Total","Rejected","Person","620"
"2012Q4","France","Total","Total","Total","Rejected","Person","14,090"
"2012Q4","Italy","Total","Total","Total","Rejected","Person","2,170"
"2012Q4","Cyprus","Total","Total","Total","Rejected","Person","250"
"2012Q4","Latvia","Total","Total","Total","Rejected","Person","20"
"2012Q4","Lithuania","Total","Total","Total","Rejected","Person","65"
"2012Q4","Luxembourg","Total","Total","Total","Rejected","Person","460"
"2012Q4","Hungary","Total","Total","Total","Rejected","Person","120"
"2012Q4","Malta","Total","Total","Total","Rejected","Person","90"
"2012Q4","Netherlands","Total","Total","Total","Rejected","Person","1,705"
"2012Q4","Austria","Total","Total","Total","Rejected","Person","3,165"
"2012Q4","Poland","Total","Total","Total","Rejected","Person","565"
"2012Q4","Portugal","Total","Total","Total","Rejected","Person","25"
"2012Q4","Romania","Total","Total","Total","Rejected","Person","75"
"2012Q4","Slovenia","Total","Total","Total","Rejected","Person","65"
"2012Q4","Slovakia","Total","Total","Total","Rejected","Person","95"
"2012Q4","Finland","Total","Total","Total","Rejected","Person","405"
"2012Q4","Sweden","Total","Total","Total","Rejected","Person","4,850"
"2012Q4","United Kingdom","Total","Total","Total","Rejected","Person","3,500"
"2012Q4","Norway","Total","Total","Total","Rejected","Person","1,245"
"2013Q1","Belgium","Total","Total","Total","Rejected","Person","4,120"
"2013Q1","Bulgaria","Total","Total","Total","Rejected","Person","90"
"2013Q1","Czech Republic","Total","Total","Total","Rejected","Person","115"
"2013Q1","Denmark","Total","Total","Total","Rejected","Person","1,040"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","8,840"
"2013Q1","Estonia","Total","Total","Total","Rejected","Person","10"
"2013Q1","Ireland","Total","Total","Total","Rejected","Person","185"
"2013Q1","Greece","Total","Total","Total","Rejected","Person","2,785"
"2013Q1","Spain","Total","Total","Total","Rejected","Person","550"
"2013Q1","France","Total","Total","Total","Rejected","Person","10,875"
"2013Q1","Italy","Total","Total","Total","Rejected","Person","2,220"
"2013Q1","Cyprus","Total","Total","Total","Rejected","Person","165"
"2013Q1","Latvia","Total","Total","Total","Rejected","Person","25"
"2013Q1","Lithuania","Total","Total","Total","Rejected","Person","40"
"2013Q1","Luxembourg","Total","Total","Total","Rejected","Person","410"
"2013Q1","Hungary","Total","Total","Total","Rejected","Person","280"
"2013Q1","Malta","Total","Total","Total","Rejected","Person","65"
"2013Q1","Netherlands","Total","Total","Total","Rejected","Person","1,475"
"2013Q1","Austria","Total","Total","Total","Rejected","Person","3,055"
"2013Q1","Poland","Total","Total","Total","Rejected","Person","465"
"2013Q1","Portugal","Total","Total","Total","Rejected","Person","25"
"2013Q1","Romania","Total","Total","Total","Rejected","Person","200"
"2013Q1","Slovenia","Total","Total","Total","Rejected","Person","55"
"2013Q1","Slovakia","Total","Total","Total","Rejected","Person","35"
"2013Q1","Finland","Total","Total","Total","Rejected","Person","425"
"2013Q1","Sweden","Total","Total","Total","Rejected","Person","2,480"
"2013Q1","United Kingdom","Total","Total","Total","Rejected","Person","4,035"
"2013Q1","Norway","Total","Total","Total","Rejected","Person","1,250"
"2013Q2","Belgium","Total","Total","Total","Rejected","Person","3,755"
"2013Q2","Bulgaria","Total","Total","Total","Rejected","Person","100"
"2013Q2","Czech Republic","Total","Total","Total","Rejected","Person","120"
"2013Q2","Denmark","Total","Total","Total","Rejected","Person","765"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","10,100"
"2013Q2","Estonia","Total","Total","Total","Rejected","Person","10"
"2013Q2","Ireland","Total","Total","Total","Rejected","Person","170"
"2013Q2","Greece","Total","Total","Total","Rejected","Person","2,970"
"2013Q2","Spain","Total","Total","Total","Rejected","Person","430"
"2013Q2","France","Total","Total","Total","Rejected","Person","12,090"
"2013Q2","Italy","Total","Total","Total","Rejected","Person","2,905"
"2013Q2","Cyprus","Total","Total","Total","Rejected","Person","195"
"2013Q2","Latvia","Total","Total","Total","Rejected","Person","15"
"2013Q2","Lithuania","Total","Total","Total","Rejected","Person","25"
"2013Q2","Luxembourg","Total","Total","Total","Rejected","Person","225"
"2013Q2","Hungary","Total","Total","Total","Rejected","Person","1,390"
"2013Q2","Malta","Total","Total","Total","Rejected","Person","70"
"2013Q2","Netherlands","Total","Total","Total","Rejected","Person","1,525"
"2013Q2","Austria","Total","Total","Total","Rejected","Person","3,160"
"2013Q2","Poland","Total","Total","Total","Rejected","Person","435"
"2013Q2","Portugal","Total","Total","Total","Rejected","Person","45"
"2013Q2","Romania","Total","Total","Total","Rejected","Person","120"
"2013Q2","Slovenia","Total","Total","Total","Rejected","Person","45"
"2013Q2","Slovakia","Total","Total","Total","Rejected","Person","35"
"2013Q2","Finland","Total","Total","Total","Rejected","Person","380"
"2013Q2","Sweden","Total","Total","Total","Rejected","Person","3,545"
"2013Q2","United Kingdom","Total","Total","Total","Rejected","Person","4,075"
"2013Q2","Norway","Total","Total","Total","Rejected","Person","1,540"
"2013Q3","Belgium","Total","Total","Total","Rejected","Person","3,110"
"2013Q3","Bulgaria","Total","Total","Total","Rejected","Person","95"
"2013Q3","Czech Republic","Total","Total","Total","Rejected","Person","140"
"2013Q3","Denmark","Total","Total","Total","Rejected","Person","1,165"
"2013Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","17,600"
"2013Q3","Estonia","Total","Total","Total","Rejected","Person","15"
"2013Q3","Ireland","Total","Total","Total","Rejected","Person","135"
"2013Q3","Greece","Total","Total","Total","Rejected","Person","3,840"
"2013Q3","Spain","Total","Total","Total","Rejected","Person","375"
"2013Q3","France","Total","Total","Total","Rejected","Person","12,070"
"2013Q3","Italy","Total","Total","Total","Rejected","Person","1,795"
"2013Q3","Cyprus","Total","Total","Total","Rejected","Person","115"
"2013Q3","Latvia","Total","Total","Total","Rejected","Person","5"
"2013Q3","Lithuania","Total","Total","Total","Rejected","Person","35"
"2013Q3","Luxembourg","Total","Total","Total","Rejected","Person","230"
"2013Q3","Hungary","Total","Total","Total","Rejected","Person","1,430"
"2013Q3","Malta","Total","Total","Total","Rejected","Person","50"
"2013Q3","Netherlands","Total","Total","Total","Rejected","Person","1,575"
"2013Q3","Austria","Total","Total","Total","Rejected","Person","3,265"
"2013Q3","Poland","Total","Total","Total","Rejected","Person","755"
"2013Q3","Portugal","Total","Total","Total","Rejected","Person","55"
"2013Q3","Romania","Total","Total","Total","Rejected","Person","125"
"2013Q3","Slovenia","Total","Total","Total","Rejected","Person","30"
"2013Q3","Slovakia","Total","Total","Total","Rejected","Person","30"
"2013Q3","Finland","Total","Total","Total","Rejected","Person","395"
"2013Q3","Sweden","Total","Total","Total","Rejected","Person","2,960"
"2013Q3","United Kingdom","Total","Total","Total","Rejected","Person","3,455"
"2013Q3","Norway","Total","Total","Total","Rejected","Person","1,505"
"2013Q4","Belgium","Total","Total","Total","Rejected","Person","4,235"
"2013Q4","Bulgaria","Total","Total","Total","Rejected","Person","70"
"2013Q4","Czech Republic","Total","Total","Total","Rejected","Person","195"
"2013Q4","Denmark","Total","Total","Total","Rejected","Person","1,230"
"2013Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","19,700"
"2013Q4","Estonia","Total","Total","Total","Rejected","Person","10"
"2013Q4","Ireland","Total","Total","Total","Rejected","Person","205"
"2013Q4","Greece","Total","Total","Total","Rejected","Person","2,985"
"2013Q4","Spain","Total","Total","Total","Rejected","Person","485"
"2013Q4","France","Total","Total","Total","Rejected","Person","15,975"
"2013Q4","Italy","Total","Total","Total","Rejected","Person","2,255"
"2013Q4","Cyprus","Total","Total","Total","Rejected","Person","155"
"2013Q4","Latvia","Total","Total","Total","Rejected","Person","20"
"2013Q4","Lithuania","Total","Total","Total","Rejected","Person","25"
"2013Q4","Luxembourg","Total","Total","Total","Rejected","Person","250"
"2013Q4","Hungary","Total","Total","Total","Rejected","Person","1,080"
"2013Q4","Malta","Total","Total","Total","Rejected","Person","110"
"2013Q4","Netherlands","Total","Total","Total","Rejected","Person","1,670"
"2013Q4","Austria","Total","Total","Total","Rejected","Person","2,235"
"2013Q4","Poland","Total","Total","Total","Rejected","Person","555"
"2013Q4","Portugal","Total","Total","Total","Rejected","Person","45"
"2013Q4","Romania","Total","Total","Total","Rejected","Person","70"
"2013Q4","Slovenia","Total","Total","Total","Rejected","Person","30"
"2013Q4","Slovakia","Total","Total","Total","Rejected","Person","25"
"2013Q4","Finland","Total","Total","Total","Rejected","Person","370"
"2013Q4","Sweden","Total","Total","Total","Rejected","Person","3,055"
"2013Q4","United Kingdom","Total","Total","Total","Rejected","Person","2,455"
"2013Q4","Norway","Total","Total","Total","Rejected","Person","1,765"
"2014Q1","Belgium","Total","Total","Total","Rejected","Person","3,440"
"2014Q1","Bulgaria","Total","Total","Total","Rejected","Person","70"
"2014Q1","Czech Republic","Total","Total","Total","Rejected","Person","130"
"2014Q1","Denmark","Total","Total","Total","Rejected","Person","715"
"2014Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","13,205"
"2014Q1","Estonia","Total","Total","Total","Rejected","Person","10"
"2014Q1","Ireland","Total","Total","Total","Rejected","Person","170"
"2014Q1","Greece","Total","Total","Total","Rejected","Person","3,840"
"2014Q1","Spain","Total","Total","Total","Rejected","Person","500"
"2014Q1","France","Total","Total","Total","Rejected","Person","13,320"
"2014Q1","Italy","Total","Total","Total","Rejected","Person","2,710"
"2014Q1","Cyprus","Total","Total","Total","Rejected","Person","70"
"2014Q1","Latvia","Total","Total","Total","Rejected","Person","20"
"2014Q1","Lithuania","Total","Total","Total","Rejected","Person","25"
"2014Q1","Luxembourg","Total","Total","Total","Rejected","Person","190"
"2014Q1","Hungary","Total","Total","Total","Rejected","Person","560"
"2014Q1","Malta","Total","Total","Total","Rejected","Person","185"
"2014Q1","Netherlands","Total","Total","Total","Rejected","Person","1,515"
"2014Q1","Austria","Total","Total","Total","Rejected","Person","145"
"2014Q1","Poland","Total","Total","Total","Rejected","Person","470"
"2014Q1","Portugal","Total","Total","Total","Rejected","Person","30"
"2014Q1","Romania","Total","Total","Total","Rejected","Person","120"
"2014Q1","Slovenia","Total","Total","Total","Rejected","Person","10"
"2014Q1","Slovakia","Total","Total","Total","Rejected","Person","20"
"2014Q1","Finland","Total","Total","Total","Rejected","Person","240"
"2014Q1","Sweden","Total","Total","Total","Rejected","Person","2,090"
"2014Q1","United Kingdom","Total","Total","Total","Rejected","Person","2,280"
"2014Q1","Norway","Total","Total","Total","Rejected","Person","730"
"2014Q2","Belgium","Total","Total","Total","Rejected","Person","2,965"
"2014Q2","Bulgaria","Total","Total","Total","Rejected","Person","100"
"2014Q2","Czech Republic","Total","Total","Total","Rejected","Person","195"
"2014Q2","Denmark","Total","Total","Total","Rejected","Person","870"
"2014Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","11,765"
"2014Q2","Estonia","Total","Total","Total","Rejected","Person","5"
"2014Q2","Ireland","Total","Total","Total","Rejected","Person","155"
"2014Q2","Greece","Total","Total","Total","Rejected","Person","4,550"
"2014Q2","Spain","Total","Total","Total","Rejected","Person","595"
"2014Q2","France","Total","Total","Total","Rejected","Person","13,360"
"2014Q2","Italy","Total","Total","Total","Rejected","Person","3,400"
"2014Q2","Cyprus","Total","Total","Total","Rejected","Person","80"
"2014Q2","Latvia","Total","Total","Total","Rejected","Person","25"
"2014Q2","Lithuania","Total","Total","Total","Rejected","Person","20"
"2014Q2","Luxembourg","Total","Total","Total","Rejected","Person","220"
"2014Q2","Hungary","Total","Total","Total","Rejected","Person","305"
"2014Q2","Malta","Total","Total","Total","Rejected","Person","115"
"2014Q2","Netherlands","Total","Total","Total","Rejected","Person","1,780"
"2014Q2","Austria","Total","Total","Total","Rejected","Person","430"
"2014Q2","Poland","Total","Total","Total","Rejected","Person","415"
"2014Q2","Portugal","Total","Total","Total","Rejected","Person","35"
"2014Q2","Romania","Total","Total","Total","Rejected","Person","135"
"2014Q2","Slovenia","Total","Total","Total","Rejected","Person","15"
"2014Q2","Slovakia","Total","Total","Total","Rejected","Person","45"
"2014Q2","Finland","Total","Total","Total","Rejected","Person","290"
"2014Q2","Sweden","Total","Total","Total","Rejected","Person","2,340"
"2014Q2","United Kingdom","Total","Total","Total","Rejected","Person","2,865"
"2014Q2","Norway","Total","Total","Total","Rejected","Person","745"
"2014Q3","Belgium","Total","Total","Total","Rejected","Person","2,825"
"2014Q3","Bulgaria","Total","Total","Total","Rejected","Person","125"
"2014Q3","Czech Republic","Total","Total","Total","Rejected","Person","140"
"2014Q3","Denmark","Total","Total","Total","Rejected","Person","510"
"2014Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","11,095"
"2014Q3","Estonia","Total","Total","Total","Rejected","Person","10"
"2014Q3","Ireland","Total","Total","Total","Rejected","Person","165"
"2014Q3","Greece","Total","Total","Total","Rejected","Person","1,775"
"2014Q3","Spain","Total","Total","Total","Rejected","Person","460"
"2014Q3","France","Total","Total","Total","Rejected","Person","12,965"
"2014Q3","Italy","Total","Total","Total","Rejected","Person","3,905"
"2014Q3","Cyprus","Total","Total","Total","Rejected","Person","95"
"2014Q3","Latvia","Total","Total","Total","Rejected","Person","15"
"2014Q3","Lithuania","Total","Total","Total","Rejected","Person","25"
"2014Q3","Luxembourg","Total","Total","Total","Rejected","Person","155"
"2014Q3","Hungary","Total","Total","Total","Rejected","Person","940"
"2014Q3","Malta","Total","Total","Total","Rejected","Person","105"
"2014Q3","Netherlands","Total","Total","Total","Rejected","Person","1,325"
"2014Q3","Austria","Total","Total","Total","Rejected","Person","545"
"2014Q3","Poland","Total","Total","Total","Rejected","Person","405"
"2014Q3","Portugal","Total","Total","Total","Rejected","Person","35"
"2014Q3","Romania","Total","Total","Total","Rejected","Person","195"
"2014Q3","Slovenia","Total","Total","Total","Rejected","Person","10"
"2014Q3","Slovakia","Total","Total","Total","Rejected","Person","15"
"2014Q3","Finland","Total","Total","Total","Rejected","Person","230"
"2014Q3","Sweden","Total","Total","Total","Rejected","Person","2,185"
"2014Q3","United Kingdom","Total","Total","Total","Rejected","Person","5,175"
"2014Q3","Norway","Total","Total","Total","Rejected","Person","615"
"2014Q4","Belgium","Total","Total","Total","Rejected","Person","3,130"
"2014Q4","Bulgaria","Total","Total","Total","Rejected","Person","135"
"2014Q4","Czech Republic","Total","Total","Total","Rejected","Person","165"
"2014Q4","Denmark","Total","Total","Total","Rejected","Person","515"
"2014Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","20,790"
"2014Q4","Estonia","Total","Total","Total","Rejected","Person","10"
"2014Q4","Ireland","Total","Total","Total","Rejected","Person","170"
"2014Q4","Greece","Total","Total","Total","Rejected","Person","1,170"
"2014Q4","Spain","Total","Total","Total","Rejected","Person","485"
"2014Q4","France","Total","Total","Total","Rejected","Person","14,045"
"2014Q4","Italy","Total","Total","Total","Rejected","Person","4,585"
"2014Q4","Cyprus","Total","Total","Total","Rejected","Person","70"
"2014Q4","Latvia","Total","Total","Total","Rejected","Person","10"
"2014Q4","Lithuania","Total","Total","Total","Rejected","Person","40"
"2014Q4","Luxembourg","Total","Total","Total","Rejected","Person","205"
"2014Q4","Hungary","Total","Total","Total","Rejected","Person","3,130"
"2014Q4","Malta","Total","Total","Total","Rejected","Person","70"
"2014Q4","Netherlands","Total","Total","Total","Rejected","Person","1,635"
"2014Q4","Austria","Total","Total","Total","Rejected","Person","1,110"
"2014Q4","Poland","Total","Total","Total","Rejected","Person","695"
"2014Q4","Portugal","Total","Total","Total","Rejected","Person","20"
"2014Q4","Romania","Total","Total","Total","Rejected","Person","400"
"2014Q4","Slovenia","Total","Total","Total","Rejected","Person","15"
"2014Q4","Slovakia","Total","Total","Total","Rejected","Person","30"
"2014Q4","Finland","Total","Total","Total","Rejected","Person","315"
"2014Q4","Sweden","Total","Total","Total","Rejected","Person","2,750"
"2014Q4","United Kingdom","Total","Total","Total","Rejected","Person","5,560"
"2014Q4","Norway","Total","Total","Total","Rejected","Person","680"
"2015Q1","Belgium","Total","Total","Total","Rejected","Person","2,560"
"2015Q1","Bulgaria","Total","Total","Total","Rejected","Person","100"
"2015Q1","Czech Republic","Total","Total","Total","Rejected","Person","165"
"2015Q1","Denmark","Total","Total","Total","Rejected","Person","475"
"2015Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","27,255"
"2015Q1","Estonia","Total","Total","Total","Rejected","Person","15"
"2015Q1","Ireland","Total","Total","Total","Rejected","Person","180"
"2015Q1","Greece","Total","Total","Total","Rejected","Person","1,505"
"2015Q1","Spain","Total","Total","Total","Rejected","Person","530"
"2015Q1","France","Total","Total","Total","Rejected","Person","12,415"
"2015Q1","Italy","Total","Total","Total","Rejected","Person","5,145"
"2015Q1","Cyprus","Total","Total","Total","Rejected","Person","125"
"2015Q1","Latvia","Total","Total","Total","Rejected","Person","15"
"2015Q1","Lithuania","Total","Total","Total","Rejected","Person","15"
"2015Q1","Luxembourg","Total","Total","Total","Rejected","Person","185"
"2015Q1","Hungary","Total","Total","Total","Rejected","Person","1,130"
"2015Q1","Malta","Total","Total","Total","Rejected","Person","95"
"2015Q1","Netherlands","Total","Total","Total","Rejected","Person","1,105"
"2015Q1","Austria","Total","Total","Total","Rejected","Person","1,650"
"2015Q1","Poland","Total","Total","Total","Rejected","Person","765"
"2015Q1","Portugal","Total","Total","Total","Rejected","Person","20"
"2015Q1","Romania","Total","Total","Total","Rejected","Person","160"
"2015Q1","Slovenia","Total","Total","Total","Rejected","Person","15"
"2015Q1","Slovakia","Total","Total","Total","Rejected","Person","25"
"2015Q1","Finland","Total","Total","Total","Rejected","Person","265"
"2015Q1","Sweden","Total","Total","Total","Rejected","Person","2,225"
"2015Q1","United Kingdom","Total","Total","Total","Rejected","Person","8,490"
"2015Q1","Norway","Total","Total","Total","Rejected","Person","680"
"2015Q2","Belgium","Total","Total","Total","Rejected","Person","2,250"
"2015Q2","Bulgaria","Total","Total","Total","Rejected","Person","235"
"2015Q2","Czech Republic","Total","Total","Total","Rejected","Person","270"
"2015Q2","Denmark","Total","Total","Total","Rejected","Person","525"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","26,115"
"2015Q2","Estonia","Total","Total","Total","Rejected","Person","20"
"2015Q2","Ireland","Total","Total","Total","Rejected","Person","145"
"2015Q2","Greece","Total","Total","Total","Rejected","Person","1,205"
"2015Q2","Spain","Total","Total","Total","Rejected","Person","455"
"2015Q2","France","Total","Total","Total","Rejected","Person","14,515"
"2015Q2","Italy","Total","Total","Total","Rejected","Person","7,300"
"2015Q2","Cyprus","Total","Total","Total","Rejected","Person","110"
"2015Q2","Latvia","Total","Total","Total","Rejected","Person","40"
"2015Q2","Lithuania","Total","Total","Total","Rejected","Person","30"
"2015Q2","Luxembourg","Total","Total","Total","Rejected","Person","165"
"2015Q2","Hungary","Total","Total","Total","Rejected","Person","585"
"2015Q2","Malta","Total","Total","Total","Rejected","Person","55"
"2015Q2","Netherlands","Total","Total","Total","Rejected","Person","1,015"
"2015Q2","Austria","Total","Total","Total","Rejected","Person","1,635"
"2015Q2","Poland","Total","Total","Total","Rejected","Person","845"
"2015Q2","Portugal","Total","Total","Total","Rejected","Person","35"
"2015Q2","Romania","Total","Total","Total","Rejected","Person","330"
"2015Q2","Slovenia","Total","Total","Total","Rejected","Person","20"
"2015Q2","Slovakia","Total","Total","Total","Rejected","Person","15"
"2015Q2","Finland","Total","Total","Total","Rejected","Person","245"
