"TIME","GEO","DECISION","CITIZEN","UNIT","Value"
"2003M06","Cyprus","Total positive decisions","Total","Person",":"
"2003M06","Latvia","Total positive decisions","Total","Person","0"
"2003M06","Lithuania","Total positive decisions","Total","Person","50"
"2003M06","Luxembourg","Total positive decisions","Total","Person",":"
"2003M06","Hungary","Total positive decisions","Total","Person","25"
"2003M06","Malta","Total positive decisions","Total","Person","30"
"2003M06","Netherlands","Total positive decisions","Total","Person","550"
"2003M06","Austria","Total positive decisions","Total","Person","95"
"2003M06","Poland","Total positive decisions","Total","Person","20"
"2003M06","Portugal","Total positive decisions","Total","Person","5"
"2003M06","Romania","Total positive decisions","Total","Person",":"
"2003M06","Slovenia","Total positive decisions","Total","Person","5"
"2003M06","Slovakia","Total positive decisions","Total","Person","0"
"2003M06","Finland","Total positive decisions","Total","Person","30"
"2003M06","Sweden","Total positive decisions","Total","Person","425"
"2003M06","United Kingdom","Total positive decisions","Total","Person","880"
"2003M06","Norway","Total positive decisions","Total","Person","340"
"2003M07","Belgium","Total positive decisions","Total","Person",":"
"2003M07","Bulgaria","Total positive decisions","Total","Person","80"
"2003M07","Czech Republic","Total positive decisions","Total","Person","15"
"2003M07","Denmark","Total positive decisions","Total","Person","70"
"2003M07","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","355"
"2003M07","Estonia","Total positive decisions","Total","Person","0"
"2003M07","Ireland","Total positive decisions","Total","Person","35"
"2003M07","Greece","Total positive decisions","Total","Person","5"
"2003M07","Spain","Total positive decisions","Total","Person","50"
"2003M07","France","Total positive decisions","Total","Person","665"
"2003M07","Italy","Total positive decisions","Total","Person",":"
"2003M07","Cyprus","Total positive decisions","Total","Person",":"
"2003M07","Latvia","Total positive decisions","Total","Person","0"
"2003M07","Lithuania","Total positive decisions","Total","Person","60"
"2003M07","Luxembourg","Total positive decisions","Total","Person",":"
"2003M07","Hungary","Total positive decisions","Total","Person","60"
"2003M07","Malta","Total positive decisions","Total","Person","10"
"2003M07","Netherlands","Total positive decisions","Total","Person","450"
"2003M07","Austria","Total positive decisions","Total","Person","190"
"2003M07","Poland","Total positive decisions","Total","Person","15"
"2003M07","Portugal","Total positive decisions","Total","Person","0"
"2003M07","Romania","Total positive decisions","Total","Person",":"
"2003M07","Slovenia","Total positive decisions","Total","Person","5"
"2003M07","Slovakia","Total positive decisions","Total","Person","0"
"2003M07","Finland","Total positive decisions","Total","Person","25"
"2003M07","Sweden","Total positive decisions","Total","Person","210"
"2003M07","United Kingdom","Total positive decisions","Total","Person","695"
"2003M07","Norway","Total positive decisions","Total","Person","410"
"2003M08","Belgium","Total positive decisions","Total","Person",":"
"2003M08","Bulgaria","Total positive decisions","Total","Person","15"
"2003M08","Czech Republic","Total positive decisions","Total","Person","20"
"2003M08","Denmark","Total positive decisions","Total","Person","30"
"2003M08","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","275"
"2003M08","Estonia","Total positive decisions","Total","Person","0"
"2003M08","Ireland","Total positive decisions","Total","Person","35"
"2003M08","Greece","Total positive decisions","Total","Person","0"
"2003M08","Spain","Total positive decisions","Total","Person","25"
"2003M08","France","Total positive decisions","Total","Person","480"
"2003M08","Italy","Total positive decisions","Total","Person",":"
"2003M08","Cyprus","Total positive decisions","Total","Person",":"
"2003M08","Latvia","Total positive decisions","Total","Person","0"
"2003M08","Lithuania","Total positive decisions","Total","Person","35"
"2003M08","Luxembourg","Total positive decisions","Total","Person",":"
"2003M08","Hungary","Total positive decisions","Total","Person","60"
"2003M08","Malta","Total positive decisions","Total","Person","5"
"2003M08","Netherlands","Total positive decisions","Total","Person","335"
"2003M08","Austria","Total positive decisions","Total","Person","145"
"2003M08","Poland","Total positive decisions","Total","Person","5"
"2003M08","Portugal","Total positive decisions","Total","Person","0"
"2003M08","Romania","Total positive decisions","Total","Person",":"
"2003M08","Slovenia","Total positive decisions","Total","Person","5"
"2003M08","Slovakia","Total positive decisions","Total","Person","0"
"2003M08","Finland","Total positive decisions","Total","Person","30"
"2003M08","Sweden","Total positive decisions","Total","Person","250"
"2003M08","United Kingdom","Total positive decisions","Total","Person","675"
"2003M08","Norway","Total positive decisions","Total","Person","500"
"2003M09","Belgium","Total positive decisions","Total","Person",":"
"2003M09","Bulgaria","Total positive decisions","Total","Person","0"
"2003M09","Czech Republic","Total positive decisions","Total","Person","10"
"2003M09","Denmark","Total positive decisions","Total","Person","10"
"2003M09","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","345"
"2003M09","Estonia","Total positive decisions","Total","Person","0"
"2003M09","Ireland","Total positive decisions","Total","Person","25"
"2003M09","Greece","Total positive decisions","Total","Person","5"
"2003M09","Spain","Total positive decisions","Total","Person","45"
"2003M09","France","Total positive decisions","Total","Person","480"
"2003M09","Italy","Total positive decisions","Total","Person",":"
"2003M09","Cyprus","Total positive decisions","Total","Person",":"
"2003M09","Latvia","Total positive decisions","Total","Person","0"
"2003M09","Lithuania","Total positive decisions","Total","Person","15"
"2003M09","Luxembourg","Total positive decisions","Total","Person",":"
"2003M09","Hungary","Total positive decisions","Total","Person","95"
"2003M09","Malta","Total positive decisions","Total","Person","10"
"2003M09","Netherlands","Total positive decisions","Total","Person","385"
"2003M09","Austria","Total positive decisions","Total","Person","180"
"2003M09","Poland","Total positive decisions","Total","Person","15"
"2003M09","Portugal","Total positive decisions","Total","Person","5"
"2003M09","Romania","Total positive decisions","Total","Person",":"
"2003M09","Slovenia","Total positive decisions","Total","Person","0"
"2003M09","Slovakia","Total positive decisions","Total","Person","0"
"2003M09","Finland","Total positive decisions","Total","Person","35"
"2003M09","Sweden","Total positive decisions","Total","Person","270"
"2003M09","United Kingdom","Total positive decisions","Total","Person","755"
"2003M09","Norway","Total positive decisions","Total","Person","580"
"2003M10","Belgium","Total positive decisions","Total","Person",":"
"2003M10","Bulgaria","Total positive decisions","Total","Person","40"
"2003M10","Czech Republic","Total positive decisions","Total","Person","15"
"2003M10","Denmark","Total positive decisions","Total","Person","15"
"2003M10","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","325"
"2003M10","Estonia","Total positive decisions","Total","Person","0"
"2003M10","Ireland","Total positive decisions","Total","Person","30"
"2003M10","Greece","Total positive decisions","Total","Person","0"
"2003M10","Spain","Total positive decisions","Total","Person","0"
"2003M10","France","Total positive decisions","Total","Person","635"
"2003M10","Italy","Total positive decisions","Total","Person",":"
"2003M10","Cyprus","Total positive decisions","Total","Person","0"
"2003M10","Latvia","Total positive decisions","Total","Person","0"
"2003M10","Lithuania","Total positive decisions","Total","Person","25"
"2003M10","Luxembourg","Total positive decisions","Total","Person",":"
"2003M10","Hungary","Total positive decisions","Total","Person","75"
"2003M10","Malta","Total positive decisions","Total","Person","5"
"2003M10","Netherlands","Total positive decisions","Total","Person","330"
"2003M10","Austria","Total positive decisions","Total","Person","290"
"2003M10","Poland","Total positive decisions","Total","Person","25"
"2003M10","Portugal","Total positive decisions","Total","Person","0"
"2003M10","Romania","Total positive decisions","Total","Person",":"
"2003M10","Slovenia","Total positive decisions","Total","Person","0"
"2003M10","Slovakia","Total positive decisions","Total","Person","5"
"2003M10","Finland","Total positive decisions","Total","Person","40"
"2003M10","Sweden","Total positive decisions","Total","Person","340"
"2003M10","United Kingdom","Total positive decisions","Total","Person","775"
"2003M10","Norway","Total positive decisions","Total","Person","285"
"2003M11","Belgium","Total positive decisions","Total","Person",":"
"2003M11","Bulgaria","Total positive decisions","Total","Person","5"
"2003M11","Czech Republic","Total positive decisions","Total","Person","25"
"2003M11","Denmark","Total positive decisions","Total","Person","20"
"2003M11","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","320"
"2003M11","Estonia","Total positive decisions","Total","Person","0"
"2003M11","Ireland","Total positive decisions","Total","Person","25"
"2003M11","Greece","Total positive decisions","Total","Person","0"
"2003M11","Spain","Total positive decisions","Total","Person","55"
"2003M11","France","Total positive decisions","Total","Person","525"
"2003M11","Italy","Total positive decisions","Total","Person",":"
"2003M11","Cyprus","Total positive decisions","Total","Person",":"
"2003M11","Latvia","Total positive decisions","Total","Person","0"
"2003M11","Lithuania","Total positive decisions","Total","Person","25"
"2003M11","Luxembourg","Total positive decisions","Total","Person",":"
"2003M11","Hungary","Total positive decisions","Total","Person","90"
"2003M11","Malta","Total positive decisions","Total","Person","35"
"2003M11","Netherlands","Total positive decisions","Total","Person","235"
"2003M11","Austria","Total positive decisions","Total","Person","295"
"2003M11","Poland","Total positive decisions","Total","Person","50"
"2003M11","Portugal","Total positive decisions","Total","Person","0"
"2003M11","Romania","Total positive decisions","Total","Person",":"
"2003M11","Slovenia","Total positive decisions","Total","Person","10"
"2003M11","Slovakia","Total positive decisions","Total","Person","0"
"2003M11","Finland","Total positive decisions","Total","Person","65"
"2003M11","Sweden","Total positive decisions","Total","Person","280"
"2003M11","United Kingdom","Total positive decisions","Total","Person","725"
"2003M11","Norway","Total positive decisions","Total","Person","200"
"2003M12","Belgium","Total positive decisions","Total","Person",":"
"2003M12","Bulgaria","Total positive decisions","Total","Person","0"
"2003M12","Czech Republic","Total positive decisions","Total","Person","10"
"2003M12","Denmark","Total positive decisions","Total","Person","45"
"2003M12","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","355"
"2003M12","Estonia","Total positive decisions","Total","Person","0"
"2003M12","Ireland","Total positive decisions","Total","Person","15"
"2003M12","Greece","Total positive decisions","Total","Person","5"
"2003M12","Spain","Total positive decisions","Total","Person","15"
"2003M12","France","Total positive decisions","Total","Person","730"
"2003M12","Italy","Total positive decisions","Total","Person",":"
"2003M12","Cyprus","Total positive decisions","Total","Person",":"
"2003M12","Latvia","Total positive decisions","Total","Person","5"
"2003M12","Lithuania","Total positive decisions","Total","Person","30"
"2003M12","Luxembourg","Total positive decisions","Total","Person",":"
"2003M12","Hungary","Total positive decisions","Total","Person","70"
"2003M12","Malta","Total positive decisions","Total","Person","25"
"2003M12","Netherlands","Total positive decisions","Total","Person","225"
"2003M12","Austria","Total positive decisions","Total","Person","330"
"2003M12","Poland","Total positive decisions","Total","Person","45"
"2003M12","Portugal","Total positive decisions","Total","Person","0"
"2003M12","Romania","Total positive decisions","Total","Person",":"
"2003M12","Slovenia","Total positive decisions","Total","Person","5"
"2003M12","Slovakia","Total positive decisions","Total","Person","5"
"2003M12","Finland","Total positive decisions","Total","Person","70"
"2003M12","Sweden","Total positive decisions","Total","Person","260"
"2003M12","United Kingdom","Total positive decisions","Total","Person","635"
"2003M12","Norway","Total positive decisions","Total","Person","220"
"2004M01","Belgium","Total positive decisions","Total","Person",":"
"2004M01","Bulgaria","Total positive decisions","Total","Person","50"
"2004M01","Czech Republic","Total positive decisions","Total","Person","20"
"2004M01","Denmark","Total positive decisions","Total","Person","15"
"2004M01","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","375"
"2004M01","Estonia","Total positive decisions","Total","Person","0"
"2004M01","Ireland","Total positive decisions","Total","Person","45"
"2004M01","Greece","Total positive decisions","Total","Person","0"
"2004M01","Spain","Total positive decisions","Total","Person","30"
"2004M01","France","Total positive decisions","Total","Person","375"
"2004M01","Italy","Total positive decisions","Total","Person",":"
"2004M01","Cyprus","Total positive decisions","Total","Person","0"
"2004M01","Latvia","Total positive decisions","Total","Person","0"
"2004M01","Lithuania","Total positive decisions","Total","Person","25"
"2004M01","Luxembourg","Total positive decisions","Total","Person",":"
"2004M01","Hungary","Total positive decisions","Total","Person","55"
"2004M01","Malta","Total positive decisions","Total","Person","75"
"2004M01","Netherlands","Total positive decisions","Total","Person","295"
"2004M01","Austria","Total positive decisions","Total","Person","310"
"2004M01","Poland","Total positive decisions","Total","Person","15"
"2004M01","Portugal","Total positive decisions","Total","Person","0"
"2004M01","Romania","Total positive decisions","Total","Person",":"
"2004M01","Slovenia","Total positive decisions","Total","Person","5"
"2004M01","Slovakia","Total positive decisions","Total","Person","0"
"2004M01","Finland","Total positive decisions","Total","Person","75"
"2004M01","Sweden","Total positive decisions","Total","Person","125"
"2004M01","United Kingdom","Total positive decisions","Total","Person","670"
"2004M01","Norway","Total positive decisions","Total","Person",":"
"2004M02","Belgium","Total positive decisions","Total","Person",":"
"2004M02","Bulgaria","Total positive decisions","Total","Person","15"
"2004M02","Czech Republic","Total positive decisions","Total","Person","15"
"2004M02","Denmark","Total positive decisions","Total","Person","20"
"2004M02","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","135"
"2004M02","Estonia","Total positive decisions","Total","Person","0"
"2004M02","Ireland","Total positive decisions","Total","Person","25"
"2004M02","Greece","Total positive decisions","Total","Person","0"
"2004M02","Spain","Total positive decisions","Total","Person","15"
"2004M02","France","Total positive decisions","Total","Person","415"
"2004M02","Italy","Total positive decisions","Total","Person",":"
"2004M02","Cyprus","Total positive decisions","Total","Person","5"
"2004M02","Latvia","Total positive decisions","Total","Person","0"
"2004M02","Lithuania","Total positive decisions","Total","Person","35"
"2004M02","Luxembourg","Total positive decisions","Total","Person",":"
"2004M02","Hungary","Total positive decisions","Total","Person","35"
"2004M02","Malta","Total positive decisions","Total","Person","10"
"2004M02","Netherlands","Total positive decisions","Total","Person","305"
"2004M02","Austria","Total positive decisions","Total","Person","365"
"2004M02","Poland","Total positive decisions","Total","Person","90"
"2004M02","Portugal","Total positive decisions","Total","Person","0"
"2004M02","Romania","Total positive decisions","Total","Person",":"
"2004M02","Slovenia","Total positive decisions","Total","Person","5"
"2004M02","Slovakia","Total positive decisions","Total","Person","0"
"2004M02","Finland","Total positive decisions","Total","Person","150"
"2004M02","Sweden","Total positive decisions","Total","Person","175"
"2004M02","United Kingdom","Total positive decisions","Total","Person","740"
"2004M02","Norway","Total positive decisions","Total","Person",":"
"2004M03","Belgium","Total positive decisions","Total","Person",":"
"2004M03","Bulgaria","Total positive decisions","Total","Person","20"
"2004M03","Czech Republic","Total positive decisions","Total","Person","5"
"2004M03","Denmark","Total positive decisions","Total","Person","20"
"2004M03","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","380"
"2004M03","Estonia","Total positive decisions","Total","Person","0"
"2004M03","Ireland","Total positive decisions","Total","Person","35"
"2004M03","Greece","Total positive decisions","Total","Person","20"
"2004M03","Spain","Total positive decisions","Total","Person","25"
"2004M03","France","Total positive decisions","Total","Person","690"
"2004M03","Italy","Total positive decisions","Total","Person",":"
"2004M03","Cyprus","Total positive decisions","Total","Person","0"
"2004M03","Latvia","Total positive decisions","Total","Person","0"
"2004M03","Lithuania","Total positive decisions","Total","Person","35"
"2004M03","Luxembourg","Total positive decisions","Total","Person",":"
"2004M03","Hungary","Total positive decisions","Total","Person","25"
"2004M03","Malta","Total positive decisions","Total","Person","5"
"2004M03","Netherlands","Total positive decisions","Total","Person","310"
"2004M03","Austria","Total positive decisions","Total","Person","690"
"2004M03","Poland","Total positive decisions","Total","Person","90"
"2004M03","Portugal","Total positive decisions","Total","Person","0"
"2004M03","Romania","Total positive decisions","Total","Person",":"
"2004M03","Slovenia","Total positive decisions","Total","Person","5"
"2004M03","Slovakia","Total positive decisions","Total","Person","0"
"2004M03","Finland","Total positive decisions","Total","Person","85"
"2004M03","Sweden","Total positive decisions","Total","Person","165"
"2004M03","United Kingdom","Total positive decisions","Total","Person","690"
"2004M03","Norway","Total positive decisions","Total","Person","270"
"2004M04","Belgium","Total positive decisions","Total","Person",":"
"2004M04","Bulgaria","Total positive decisions","Total","Person","30"
"2004M04","Czech Republic","Total positive decisions","Total","Person","25"
"2004M04","Denmark","Total positive decisions","Total","Person","15"
"2004M04","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","260"
"2004M04","Estonia","Total positive decisions","Total","Person","0"
"2004M04","Ireland","Total positive decisions","Total","Person","35"
"2004M04","Greece","Total positive decisions","Total","Person","0"
"2004M04","Spain","Total positive decisions","Total","Person","90"
"2004M04","France","Total positive decisions","Total","Person","645"
"2004M04","Italy","Total positive decisions","Total","Person",":"
"2004M04","Cyprus","Total positive decisions","Total","Person","5"
"2004M04","Latvia","Total positive decisions","Total","Person","0"
"2004M04","Lithuania","Total positive decisions","Total","Person","45"
"2004M04","Luxembourg","Total positive decisions","Total","Person",":"
"2004M04","Hungary","Total positive decisions","Total","Person","25"
"2004M04","Malta","Total positive decisions","Total","Person","10"
"2004M04","Netherlands","Total positive decisions","Total","Person","235"
"2004M04","Austria","Total positive decisions","Total","Person","435"
"2004M04","Poland","Total positive decisions","Total","Person","105"
"2004M04","Portugal","Total positive decisions","Total","Person","0"
"2004M04","Romania","Total positive decisions","Total","Person",":"
"2004M04","Slovenia","Total positive decisions","Total","Person","0"
"2004M04","Slovakia","Total positive decisions","Total","Person","0"
"2004M04","Finland","Total positive decisions","Total","Person","230"
"2004M04","Sweden","Total positive decisions","Total","Person","180"
"2004M04","United Kingdom","Total positive decisions","Total","Person","435"
"2004M04","Norway","Total positive decisions","Total","Person","120"
"2004M05","Belgium","Total positive decisions","Total","Person",":"
"2004M05","Bulgaria","Total positive decisions","Total","Person","20"
"2004M05","Czech Republic","Total positive decisions","Total","Person","10"
"2004M05","Denmark","Total positive decisions","Total","Person","30"
"2004M05","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","225"
"2004M05","Estonia","Total positive decisions","Total","Person","0"
"2004M05","Ireland","Total positive decisions","Total","Person","40"
"2004M05","Greece","Total positive decisions","Total","Person","0"
"2004M05","Spain","Total positive decisions","Total","Person","5"
"2004M05","France","Total positive decisions","Total","Person","575"
"2004M05","Italy","Total positive decisions","Total","Person",":"
"2004M05","Cyprus","Total positive decisions","Total","Person","5"
"2004M05","Latvia","Total positive decisions","Total","Person","0"
"2004M05","Lithuania","Total positive decisions","Total","Person","30"
"2004M05","Luxembourg","Total positive decisions","Total","Person",":"
"2004M05","Hungary","Total positive decisions","Total","Person","35"
"2004M05","Malta","Total positive decisions","Total","Person","25"
"2004M05","Netherlands","Total positive decisions","Total","Person",":"
"2004M05","Austria","Total positive decisions","Total","Person","475"
"2004M05","Poland","Total positive decisions","Total","Person","70"
"2004M05","Portugal","Total positive decisions","Total","Person","0"
"2004M05","Romania","Total positive decisions","Total","Person",":"
"2004M05","Slovenia","Total positive decisions","Total","Person","10"
"2004M05","Slovakia","Total positive decisions","Total","Person","0"
"2004M05","Finland","Total positive decisions","Total","Person","25"
"2004M05","Sweden","Total positive decisions","Total","Person","280"
"2004M05","United Kingdom","Total positive decisions","Total","Person","535"
"2004M05","Norway","Total positive decisions","Total","Person","135"
"2004M06","Belgium","Total positive decisions","Total","Person",":"
"2004M06","Bulgaria","Total positive decisions","Total","Person","40"
"2004M06","Czech Republic","Total positive decisions","Total","Person","15"
"2004M06","Denmark","Total positive decisions","Total","Person","15"
"2004M06","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","215"
"2004M06","Estonia","Total positive decisions","Total","Person","0"
"2004M06","Ireland","Total positive decisions","Total","Person","30"
"2004M06","Greece","Total positive decisions","Total","Person","10"
"2004M06","Spain","Total positive decisions","Total","Person","5"
"2004M06","France","Total positive decisions","Total","Person","680"
"2004M06","Italy","Total positive decisions","Total","Person",":"
"2004M06","Cyprus","Total positive decisions","Total","Person","10"
"2004M06","Latvia","Total positive decisions","Total","Person","0"
"2004M06","Lithuania","Total positive decisions","Total","Person","50"
"2004M06","Luxembourg","Total positive decisions","Total","Person",":"
"2004M06","Hungary","Total positive decisions","Total","Person","35"
"2004M06","Malta","Total positive decisions","Total","Person","85"
"2004M06","Netherlands","Total positive decisions","Total","Person",":"
"2004M06","Austria","Total positive decisions","Total","Person","435"
"2004M06","Poland","Total positive decisions","Total","Person","55"
"2004M06","Portugal","Total positive decisions","Total","Person","0"
"2004M06","Romania","Total positive decisions","Total","Person",":"
"2004M06","Slovenia","Total positive decisions","Total","Person","0"
"2004M06","Slovakia","Total positive decisions","Total","Person","0"
"2004M06","Finland","Total positive decisions","Total","Person","40"
"2004M06","Sweden","Total positive decisions","Total","Person","285"
"2004M06","United Kingdom","Total positive decisions","Total","Person","475"
"2004M06","Norway","Total positive decisions","Total","Person","250"
"2004M07","Belgium","Total positive decisions","Total","Person",":"
"2004M07","Bulgaria","Total positive decisions","Total","Person","25"
"2004M07","Czech Republic","Total positive decisions","Total","Person","30"
"2004M07","Denmark","Total positive decisions","Total","Person","25"
"2004M07","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","355"
"2004M07","Estonia","Total positive decisions","Total","Person","0"
"2004M07","Ireland","Total positive decisions","Total","Person","40"
"2004M07","Greece","Total positive decisions","Total","Person","0"
"2004M07","Spain","Total positive decisions","Total","Person","30"
"2004M07","France","Total positive decisions","Total","Person","515"
"2004M07","Italy","Total positive decisions","Total","Person",":"
"2004M07","Cyprus","Total positive decisions","Total","Person","5"
"2004M07","Latvia","Total positive decisions","Total","Person","0"
"2004M07","Lithuania","Total positive decisions","Total","Person","70"
"2004M07","Luxembourg","Total positive decisions","Total","Person",":"
"2004M07","Hungary","Total positive decisions","Total","Person","10"
"2004M07","Malta","Total positive decisions","Total","Person","30"
"2004M07","Netherlands","Total positive decisions","Total","Person",":"
"2004M07","Austria","Total positive decisions","Total","Person","465"
"2004M07","Poland","Total positive decisions","Total","Person","80"
"2004M07","Portugal","Total positive decisions","Total","Person","0"
"2004M07","Romania","Total positive decisions","Total","Person",":"
"2004M07","Slovenia","Total positive decisions","Total","Person","0"
"2004M07","Slovakia","Total positive decisions","Total","Person","0"
"2004M07","Finland","Total positive decisions","Total","Person","35"
"2004M07","Sweden","Total positive decisions","Total","Person","195"
"2004M07","United Kingdom","Total positive decisions","Total","Person","525"
"2004M07","Norway","Total positive decisions","Total","Person","240"
"2004M08","Belgium","Total positive decisions","Total","Person",":"
"2004M08","Bulgaria","Total positive decisions","Total","Person","20"
"2004M08","Czech Republic","Total positive decisions","Total","Person","10"
"2004M08","Denmark","Total positive decisions","Total","Person","20"
"2004M08","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","220"
"2004M08","Estonia","Total positive decisions","Total","Person","0"
"2004M08","Ireland","Total positive decisions","Total","Person","45"
"2004M08","Greece","Total positive decisions","Total","Person","5"
"2004M08","Spain","Total positive decisions","Total","Person","0"
"2004M08","France","Total positive decisions","Total","Person","520"
"2004M08","Italy","Total positive decisions","Total","Person",":"
"2004M08","Cyprus","Total positive decisions","Total","Person","5"
"2004M08","Latvia","Total positive decisions","Total","Person","0"
"2004M08","Lithuania","Total positive decisions","Total","Person","30"
"2004M08","Luxembourg","Total positive decisions","Total","Person",":"
"2004M08","Hungary","Total positive decisions","Total","Person","20"
"2004M08","Malta","Total positive decisions","Total","Person","65"
"2004M08","Netherlands","Total positive decisions","Total","Person",":"
"2004M08","Austria","Total positive decisions","Total","Person","385"
"2004M08","Poland","Total positive decisions","Total","Person","90"
"2004M08","Portugal","Total positive decisions","Total","Person","0"
"2004M08","Romania","Total positive decisions","Total","Person",":"
"2004M08","Slovenia","Total positive decisions","Total","Person","0"
"2004M08","Slovakia","Total positive decisions","Total","Person","0"
"2004M08","Finland","Total positive decisions","Total","Person","40"
"2004M08","Sweden","Total positive decisions","Total","Person","160"
"2004M08","United Kingdom","Total positive decisions","Total","Person","390"
"2004M08","Norway","Total positive decisions","Total","Person",":"
"2004M09","Belgium","Total positive decisions","Total","Person",":"
"2004M09","Bulgaria","Total positive decisions","Total","Person","0"
"2004M09","Czech Republic","Total positive decisions","Total","Person","10"
"2004M09","Denmark","Total positive decisions","Total","Person","5"
"2004M09","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","140"
"2004M09","Estonia","Total positive decisions","Total","Person","0"
"2004M09","Ireland","Total positive decisions","Total","Person","25"
"2004M09","Greece","Total positive decisions","Total","Person","0"
"2004M09","Spain","Total positive decisions","Total","Person","100"
"2004M09","France","Total positive decisions","Total","Person","430"
"2004M09","Italy","Total positive decisions","Total","Person",":"
"2004M09","Cyprus","Total positive decisions","Total","Person","5"
"2004M09","Latvia","Total positive decisions","Total","Person","0"
"2004M09","Lithuania","Total positive decisions","Total","Person","20"
"2004M09","Luxembourg","Total positive decisions","Total","Person",":"
"2004M09","Hungary","Total positive decisions","Total","Person","20"
"2004M09","Malta","Total positive decisions","Total","Person","90"
"2004M09","Netherlands","Total positive decisions","Total","Person",":"
"2004M09","Austria","Total positive decisions","Total","Person","280"
"2004M09","Poland","Total positive decisions","Total","Person","110"
"2004M09","Portugal","Total positive decisions","Total","Person","0"
"2004M09","Romania","Total positive decisions","Total","Person",":"
"2004M09","Slovenia","Total positive decisions","Total","Person","0"
"2004M09","Slovakia","Total positive decisions","Total","Person","0"
"2004M09","Finland","Total positive decisions","Total","Person","35"
"2004M09","Sweden","Total positive decisions","Total","Person","225"
"2004M09","United Kingdom","Total positive decisions","Total","Person","425"
"2004M09","Norway","Total positive decisions","Total","Person",":"
"2004M10","Belgium","Total positive decisions","Total","Person",":"
"2004M10","Bulgaria","Total positive decisions","Total","Person","20"
"2004M10","Czech Republic","Total positive decisions","Total","Person","10"
"2004M10","Denmark","Total positive decisions","Total","Person","10"
"2004M10","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","175"
"2004M10","Estonia","Total positive decisions","Total","Person","0"
"2004M10","Ireland","Total positive decisions","Total","Person","30"
"2004M10","Greece","Total positive decisions","Total","Person","5"
"2004M10","Spain","Total positive decisions","Total","Person","5"
"2004M10","France","Total positive decisions","Total","Person","510"
"2004M10","Italy","Total positive decisions","Total","Person",":"
"2004M10","Cyprus","Total positive decisions","Total","Person","5"
"2004M10","Latvia","Total positive decisions","Total","Person","0"
"2004M10","Lithuania","Total positive decisions","Total","Person","25"
"2004M10","Luxembourg","Total positive decisions","Total","Person",":"
"2004M10","Hungary","Total positive decisions","Total","Person","10"
"2004M10","Malta","Total positive decisions","Total","Person","55"
"2004M10","Netherlands","Total positive decisions","Total","Person",":"
"2004M10","Austria","Total positive decisions","Total","Person","370"
"2004M10","Poland","Total positive decisions","Total","Person","120"
"2004M10","Portugal","Total positive decisions","Total","Person","0"
"2004M10","Romania","Total positive decisions","Total","Person",":"
"2004M10","Slovenia","Total positive decisions","Total","Person","0"
"2004M10","Slovakia","Total positive decisions","Total","Person","0"
"2004M10","Finland","Total positive decisions","Total","Person","15"
"2004M10","Sweden","Total positive decisions","Total","Person","200"
"2004M10","United Kingdom","Total positive decisions","Total","Person","480"
"2004M10","Norway","Total positive decisions","Total","Person",":"
"2004M11","Belgium","Total positive decisions","Total","Person",":"
"2004M11","Bulgaria","Total positive decisions","Total","Person","10"
"2004M11","Czech Republic","Total positive decisions","Total","Person","10"
"2004M11","Denmark","Total positive decisions","Total","Person","15"
"2004M11","Germany (until 1990 former territory of the FRG)","Total positive decisions","Total","Person","190"
"2004M11","Estonia","Total positive decisions","Total","Person","0"
"2004M11","Ireland","Total positive decisions","Total","Person","35"
"2004M11","Greece","Total positive decisions","Total","Person","0"
"2004M11","Spain","Total positive decisions","Total","Person","5"
"2004M11","France","Total positive decisions","Total","Person","455"
"2004M11","Italy","Total positive decisions","Total","Person",":"
"2004M11","Cyprus","Total positive decisions","Total","Person","15"
"2004M11","Latvia","Total positive decisions","Total","Person","0"
"2004M11","Lithuania","Total positive decisions","Total","Person","25"
"2004M11","Luxembourg","Total positive decisions","Total","Person",":"
"2004M11","Hungary","Total positive decisions","Total","Person","20"
"2004M11","Malta","Total positive decisions","Total","Person","35"
"2004M11","Netherlands","Total positive decisions","Total","Person",":"
"2004M11","Austria","Total positive decisions","Total","Person","435"
"2004M11","Poland","Total positive decisions","Total","Person","100"
"2004M11","Portugal","Total positive decisions","Total","Person","0"
"2004M11","Romania","Total positive decisions","Total","Person",":"
"2004M11","Slovenia","Total positive decisions","Total","Person","0"
"2004M11","Slovakia","Total positive decisions","Total","Person","5"
